id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,broad_sector,return_on_equity_pct_percentile,net_profit_margin_pct_percentile,interest_coverage_percentile,asset_turnover_percentile,free_cash_flow_cr_percentile,debt_to_equity_percentile
35,ADANIENT,Mar 2013,2.63,13.0,5.69,3.2404,2.2325,0.4145,-7124.0,14790.0,15.0,19.4509,10.0,69332,7666.0,Industrials,10.79136690647482,10.071942446043165,10.44776119402985,27.33812949640288,6.474820143884892,2.1582733812949613
36,ADANIENT,Mar 2014,4.82,17.0,11.14,3.0298,1.8482,0.4653,221.0,8007.0,20.0,21.5973,7.0,71980,8228.0,Industrials,20.863309352517987,17.985611510791365,4.477611940298507,30.215827338129497,46.043165467625904,2.8776978417266292
37,ADANIENT,Mar 2015,3.56,19.0,8.93,3.2483,1.8767,0.4932,-2933.0,11465.0,18.0,23.3891,8.0,83571,8532.0,Industrials,17.26618705035971,14.748201438848922,5.970149253731343,31.654676258992804,15.827338129496402,1.4388489208633075
38,ADANIENT,Mar 2016,2.94,5.0,7.470000000000001,1.4329,2.0103,0.816,3287.0,1825.0,9.0,12.1618,4.0,19169,5112.0,Industrials,15.107913669064748,12.23021582733813,7.462686567164178,43.16546762589928,87.05035971223022,17.26618705035972
39,ADANIENT,Mar 2017,2.53,5.0,6.54,1.4747,2.109,0.7673,-686.0,1460.0,9.0,12.8509,4.0,20846,774.0,Industrials,13.66906474820144,9.352517985611511,8.955223880597014,41.726618705035975,29.496402877697843,15.827338129496411
40,ADANIENT,Mar 2018,1.65,6.0,3.94,1.1689,1.9208,0.6369,-4707.0,7649.0,7.0,13.7173,6.0,17637,2942.0,Industrials,8.633093525179856,6.474820143884892,6.7164179104477615,38.1294964028777,11.510791366906476,25.899280575539578
41,ADANIENT,Mar 2019,1.25,5.0,3.43,0.7619,1.5218,0.9493,5723.0,2487.0,7.0,13.4145,6.0,11243,3236.0,Industrials,7.194244604316546,4.316546762589928,2.9850746268656714,49.64028776978417,92.08633093525181,36.69064748201439
42,ADANIENT,Mar 2020,2.4,5.0,6.140000000000001,0.7328,2.014,0.9259,1372.0,1082.0,10.0,15.4064,10.0,12419,2454.0,Industrials,12.23021582733813,8.633093525179856,8.208955223880597,48.92086330935252,73.38129496402878,37.410071942446045
43,ADANIENT,Mar 2021,2.65,6.0,6.1,0.9457,2.1786,0.766,-4568.0,8611.0,8.0,15.5991,12.0,16227,4043.0,Industrials,11.510791366906476,10.79136690647482,9.701492537313433,41.007194244604314,12.23021582733813,32.37410071942446
44,ADANIENT,Mar 2022,1.14,5.0,3.54,1.8693,1.8709,0.6834,-15656.0,17041.0,7.0,20.2336,14.0,41604,1385.0,Industrials,7.913669064748201,2.877697841726619,5.223880597014925,39.568345323741006,2.877697841726619,5.75539568345323
45,ADANIENT,Mar 2023,1.9,7.0,7.33,1.6096,2.4318,0.9028,2167.0,15459.0,22.0,28.9921,6.0,53200,17626.0,Industrials,14.388489208633093,7.194244604316546,13.432835820895523,46.76258992805755,82.73381294964028,11.510791366906474
46,ADANIENT,Mar 2024,3.46,12.0,8.53,1.6714,2.7493,0.6004,-8455.0,18767.0,28.0,34.2772,5.0,65310,10312.0,Industrials,16.546762589928058,13.66906474820144,19.402985074626866,35.97122302158273,5.0359712230215825,7.913669064748191
47,ADANIGREEN,Mar 2017,-9.36,80.0,-3.91,3.6135,1.4461,0.0815,-1483.0,1511.0,0.0,0.0944,0.0,4347,28.0,Energy,6.134969325153374,3.0864197530864197,7.4074074074074066,1.2345679012345678,22.699386503067483,11.042944785276077
48,ADANIGREEN,Mar 2018,-9.32,57.0,-10.29,7.3557,1.6033,0.0942,-3779.0,4428.0,-1.0,0.0857,0.0,9864,649.0,Energy,4.9079754601226995,3.7037037037037033,9.876543209876543,2.4691358024691357,16.56441717791411,5.521472392638032
49,ADANIGREEN,Mar 2019,-23.08,74.0,-24.57,5.7641,1.4264,0.1404,-1041.0,2666.0,-3.0,0.1236,0.0,11142,1625.0,Energy,3.067484662576687,1.8518518518518516,6.790123456790123,20.061728395061728,25.766871165644172,9.202453987730067
50,ADANIGREEN,Mar 2020,-2.67,57.0,-2.89,6.3072,1.3457,0.1384,-1778.0,3743.0,0.0,0.1507,0.0,14866,1965.0,Energy,6.748466257668712,6.790123456790123,4.938271604938271,19.1358024691358,22.085889570552148,7.975460122699388
51,ADANIGREEN,Mar 2021,5.83,72.0,8.27,11.0041,1.3477,0.1089,-7536.0,9137.0,1.0,0.1407,0.0,24209,1601.0,Energy,22.699386503067483,32.098765432098766,5.555555555555555,4.938271604938271,11.042944785276074,1.8404907975460105
52,ADANIGREEN,Mar 2022,9.53,68.0,18.71,20.2112,1.5357,0.0871,-15603.0,18730.0,3.0,0.1671,0.0,52832,3127.0,Energy,85.88957055214725,49.382716049382715,8.641975308641975,1.8518518518518516,4.294478527607362,0.6134969325153321
53,ADANIGREEN,Mar 2023,12.51,64.0,13.32,7.4237,1.9364,0.1162,3408.0,3857.0,6.0,0.4611,0.0,54223,7265.0,Energy,62.57668711656442,62.34567901234568,12.345679012345679,10.493827160493826,59.50920245398773,4.9079754601226995
54,ADANIGREEN,Mar 2024,13.67,79.0,12.81,6.5953,1.7139,0.1047,-13347.0,21060.0,7.0,0.6208,0.0,64858,7713.0,Energy,55.828220858895705,67.28395061728395,10.493827160493826,4.320987654320987,4.9079754601226995,7.361963190184056
55,ADANIPORTS,Mar 2013,45.82,67.0,25.63,1.8173,5.0295,0.17,-3757.0,5136.0,8.0,1.5945,12.0,11620,1379.0,Industrials,67.98561151079137,98.20143884892086,39.92537313432835,2.5179856115107913,14.028776978417264,6.834532374100718
56,ADANIPORTS,Mar 2014,36.05,60.0,19.86,1.4808,3.6888,0.1957,-1378.0,2510.0,8.0,2.1171,12.0,12979,1132.0,Industrials,47.122302158273385,91.00719424460432,27.238805970149254,14.028776978417264,24.100719424460433,14.748201438848923
57,ADANIPORTS,Mar 2015,37.78,63.0,21.59,1.6513,3.9047,0.1918,572.0,2485.0,11.0,2.6002,10.0,17776,3057.0,Industrials,55.03597122302158,93.88489208633094,28.73134328358209,8.992805755395683,57.194244604316545,10.431654676259
58,ADANIPORTS,Mar 2016,40.17,64.0,21.15,1.6544,4.7215,0.1852,-1772.0,4153.0,14.0,3.2621,8.0,22342,2381.0,Industrials,51.438848920863315,95.32374100719424,35.44776119402985,6.115107913669065,21.223021582733814,8.992805755395679
59,ADANIPORTS,Mar 2017,46.23999999999999,64.0,22.26,1.2675,5.7841,0.1946,1434.0,2629.0,19.0,4.2333,7.0,22214,4063.0,Industrials,57.194244604316545,99.64028776978418,44.40298507462687,12.589928057553957,74.46043165467626,19.064748201438846
60,ADANIPORTS,Mar 2018,32.59,63.0,17.65,1.0702,5.0671,0.2397,1762.0,3846.0,18.0,5.049,11.0,22370,5608.0,Industrials,42.805755395683455,89.568345323741,41.417910447761194,16.906474820143885,78.77697841726618,29.856115107913666
61,ADANIPORTS,Mar 2019,37.03,60.0,16.6,1.137,5.6931,0.194,1661.0,4368.0,19.0,5.887,1.0,27712,6029.0,Industrials,39.92805755395683,92.44604316546763,42.91044776119403,11.151079136690647,77.33812949640287,28.41726618705036
62,ADANIPORTS,Mar 2020,31.88,50.0,14.87,1.188,4.0364,0.1918,6653.0,749.0,19.0,6.2702,17.0,30242,7402.0,Industrials,33.45323741007194,88.12949640287769,30.223880597014922,8.992805755395683,93.88489208633094,21.22302158273382
63,ADANIPORTS,Mar 2021,40.23,69.0,16.59,1.1779,4.7251,0.1683,-6508.0,14064.0,25.0,7.4978,20.0,35855,7556.0,Industrials,38.489208633093526,96.76258992805755,36.940298507462686,1.079136690647482,7.553956834532374,22.66187050359713
64,ADANIPORTS,Mar 2022,28.93,56.0,11.84,1.1462,4.4654,0.1741,4927.0,5493.0,23.0,9.9102,22.0,47935,10420.0,Industrials,24.100719424460433,85.25179856115108,32.46268656716418,3.9568345323741005,90.28776978417267,26.97841726618705
65,ADANIPORTS,Mar 2023,25.85,52.0,11.88,1.1772,4.7711,0.1852,-4816.0,16716.0,25.0,10.5067,20.0,53434,11900.0,Industrials,25.539568345323744,83.09352517985612,38.43283582089552,6.115107913669065,10.431654676258994,24.100719424460422
66,ADANIPORTS,Mar 2024,30.34,58.0,15.35,0.9373,5.9495,0.2283,8250.0,6768.0,38.0,12.2171,16.0,49470,15018.0,Industrials,36.330935251798564,86.6906474820144,45.8955223880597,15.467625899280577,96.0431654676259,33.45323741007195
67,ADANIPORTS,Mar 2013,45.82,67.0,25.63,1.8173,5.0295,0.17,-3757.0,5136.0,8.0,1.5945,12.0,11620,1379.0,Industrials,67.98561151079137,98.20143884892086,39.92537313432835,2.5179856115107913,14.028776978417264,6.834532374100718
68,ADANIPORTS,Mar 2014,36.05,60.0,19.86,1.4808,3.6888,0.1957,-1378.0,2510.0,8.0,2.1171,12.0,12979,1132.0,Industrials,47.122302158273385,91.00719424460432,27.238805970149254,14.028776978417264,24.100719424460433,14.748201438848923
69,ADANIPORTS,Mar 2015,37.78,63.0,21.59,1.6513,3.9047,0.1918,572.0,2485.0,11.0,2.6002,10.0,17776,3057.0,Industrials,55.03597122302158,93.88489208633094,28.73134328358209,8.992805755395683,57.194244604316545,10.431654676259
70,ADANIPORTS,Mar 2016,40.17,64.0,21.15,1.6544,4.7215,0.1852,-1772.0,4153.0,14.0,3.2621,8.0,22342,2381.0,Industrials,51.438848920863315,95.32374100719424,35.44776119402985,6.115107913669065,21.223021582733814,8.992805755395679
71,ADANIPORTS,Mar 2017,46.23999999999999,64.0,22.26,1.2675,5.7841,0.1946,1434.0,2629.0,19.0,4.2333,7.0,22214,4063.0,Industrials,57.194244604316545,99.64028776978418,44.40298507462687,12.589928057553957,74.46043165467626,19.064748201438846
72,ADANIPORTS,Mar 2018,32.59,63.0,17.65,1.0702,5.0671,0.2397,1762.0,3846.0,18.0,5.049,11.0,22370,5608.0,Industrials,42.805755395683455,89.568345323741,41.417910447761194,16.906474820143885,78.77697841726618,29.856115107913666
73,ADANIPORTS,Mar 2019,37.03,60.0,16.6,1.137,5.6931,0.194,1661.0,4368.0,19.0,5.887,1.0,27712,6029.0,Industrials,39.92805755395683,92.44604316546763,42.91044776119403,11.151079136690647,77.33812949640287,28.41726618705036
74,ADANIPORTS,Mar 2020,31.88,50.0,14.87,1.188,4.0364,0.1918,6653.0,749.0,19.0,6.2702,17.0,30242,7402.0,Industrials,33.45323741007194,88.12949640287769,30.223880597014922,8.992805755395683,93.88489208633094,21.22302158273382
75,ADANIPORTS,Mar 2021,40.23,69.0,16.59,1.1779,4.7251,0.1683,-6508.0,14064.0,25.0,7.4978,20.0,35855,7556.0,Industrials,38.489208633093526,96.76258992805755,36.940298507462686,1.079136690647482,7.553956834532374,22.66187050359713
76,ADANIPORTS,Mar 2022,28.93,56.0,11.84,1.1462,4.4654,0.1741,4927.0,5493.0,23.0,9.9102,22.0,47935,10420.0,Industrials,24.100719424460433,85.25179856115108,32.46268656716418,3.9568345323741005,90.28776978417267,26.97841726618705
77,ADANIPORTS,Mar 2023,25.85,52.0,11.88,1.1772,4.7711,0.1852,-4816.0,16716.0,25.0,10.5067,20.0,53434,11900.0,Industrials,25.539568345323744,83.09352517985612,38.43283582089552,6.115107913669065,10.431654676258994,24.100719424460422
78,ADANIPORTS,Mar 2024,30.34,58.0,15.35,0.9373,5.9495,0.2283,8250.0,6768.0,38.0,12.2171,16.0,49470,15018.0,Industrials,36.330935251798564,86.6906474820144,45.8955223880597,15.467625899280577,96.0431654676259,33.45323741007195
79,ADANIPOWER,Mar 2013,-34.29,14.0,-53.45999999999999,9.7356,0.69,0.1224,-1063.0,4064.0,-10.0,0.1794,0.0,41795,3001.0,Energy,1.8404907975460123,0.6172839506172839,1.2345679012345678,12.345679012345679,25.153374233128833,2.4539877300613426
80,ADANIPOWER,Mar 2014,-1.9,30.0,-4.45,6.7477,1.1365,0.261,-1462.0,4700.0,-1.0,0.2278,0.0,44150,3238.0,Energy,5.521472392638037,7.4074074074074066,2.4691358024691357,34.5679012345679,23.31288343558282,6.748466257668724
81,ADANIPOWER,Mar 2015,-4.37,25.0,-14.25,7.8152,1.206,0.3195,1087.0,4737.0,-3.0,0.1993,0.0,44742,5824.0,Energy,3.6809815950920246,5.555555555555555,3.7037037037037033,43.20987654320987,41.717791411042946,4.294478527607353
82,ADANIPOWER,Mar 2016,2.17,35.0,7.380000000000001,7.0607,1.5469,0.3348,2565.0,2692.0,2.0,0.224,0.0,52729,5257.0,Energy,20.245398773006134,16.666666666666664,9.25925925925926,48.76543209876543,52.14723926380368,6.134969325153378
83,ADANIPOWER,Mar 2017,-27.3,26.0,-205.8,17.4947,0.3921,0.3163,3513.0,1212.0,-16.0,0.0778,0.0,52484,4725.0,Energy,1.2269938650306749,1.2345679012345678,0.6172839506172839,41.9753086419753,60.73619631901841,1.2269938650306784
84,ADANIPOWER,Mar 2018,-10.36,27.0,-236.56,59.4319,1.1113,0.292,4581.0,520.0,-5.0,0.023,0.0,52835,5101.0,Energy,0.6134969325153374,2.4691358024691357,1.8518518518518516,40.123456790123456,68.71165644171779,0.0
85,ADANIPOWER,Mar 2019,-4.12,21.0,-12.76,6.0918,1.3136,0.3513,4626.0,984.0,-3.0,0.1999,0.0,46980,5610.0,Energy,4.294478527607362,6.172839506172839,4.320987654320987,50.617283950617285,69.32515337423312,8.58895705521472
86,ADANIPOWER,Mar 2020,-8.6,22.0,-35.09999999999999,8.517,1.1396,0.3528,3294.0,2304.0,-6.0,0.168,0.0,55199,5598.0,Energy,2.4539877300613497,4.320987654320987,3.0864197530864197,51.85185185185185,58.895705521472394,3.680981595092021
87,ADANIPOWER,Mar 2021,4.84,33.0,9.69,4.0051,2.0754,0.3327,4826.0,2188.0,3.0,0.34,0.0,52519,7014.0,Energy,33.74233128834356,26.543209876543212,15.432098765432098,47.53086419753087,70.5521472392638,9.815950920245399
88,ADANIPOWER,Mar 2022,17.73,36.0,26.61,2.6627,3.3673,0.338,11007.0,774.0,13.0,0.4785,0.0,49145,10233.0,Energy,95.70552147239265,75.30864197530865,33.33333333333333,49.382716049382715,81.59509202453987,19.018404907975466
89,ADANIPOWER,Mar 2023,27.67,26.0,35.91,1.4175,4.2927,0.4518,9976.0,1545.0,28.0,0.7746,0.0,42350,8431.0,Energy,99.38650306748467,78.39506172839506,46.2962962962963,62.34567901234568,79.75460122699386,46.62576687116564
90,ADANIPOWER,Mar 2024,41.37,36.0,48.28,0.8023,8.2972,0.5472,17651.0,3481.0,54.0,1.1186,0.0,34616,14170.0,Energy,100.0,98.76543209876543,70.37037037037037,69.75308641975309,85.88957055214725,67.48466257668711
91,AMBUJACEM,Dec 2012,13.25,25.0,14.69,0.0068,32.5897,0.7897,1472.0,388.0,8.0,2.8562,43.0,60,1860.0,Materials,46.61016949152542,68.64406779661016,58.47457627118644,59.32203389830508,49.152542372881356,92.37288135593221
92,AMBUJACEM,Dec 2013,13.95,18.0,13.51,0.0051,30.7313,0.7071,771.0,496.0,8.0,3.0621,44.0,48,1267.0,Materials,43.22033898305085,74.57627118644068,57.6271186440678,46.61016949152542,35.59322033898305,93.22033898305085
93,AMBUJACEM,Dec 2014,14.94,19.0,14.77,0.0034,35.6515,0.7173,1219.0,456.0,10.0,3.2484,46.0,34,1675.0,Materials,47.45762711864407,83.05084745762711,60.16949152542372,47.45762711864407,44.06779661016949,95.33898305084746
94,AMBUJACEM,Dec 2015,8.559999999999999,16.0,7.870000000000001,0.0034,20.5978,0.6677,1474.0,83.0,5.0,3.3132,54.0,35,1557.0,Materials,22.88135593220339,38.983050847457626,50.847457627118644,36.440677966101696,50.0,95.33898305084746
95,AMBUJACEM,Dec 2016,7.140000000000001,16.0,7.23,0.0015,23.6732,0.6122,-1355.0,4165.0,6.0,4.9927,50.0,29,2810.0,Materials,19.491525423728813,32.20338983050847,54.23728813559322,16.94915254237288,13.559322033898304,98.30508474576271
96,AMBUJACEM,Dec 2017,8.24,16.0,9.41,0.0012,20.3544,0.6649,2678.0,738.0,8.0,5.2071,47.0,24,3416.0,Materials,27.966101694915253,34.74576271186441,50.0,33.05084745762712,57.6271186440678,99.15254237288136
97,AMBUJACEM,Dec 2018,11.42,15.0,13.29,0.0018,24.9588,0.6965,938.0,765.0,11.0,5.6348,14.0,40,1703.0,Materials,40.67796610169492,52.54237288135594,55.08474576271186,43.22033898305085,41.52542372881356,96.61016949152543
98,AMBUJACEM,Dec 2019,10.27,17.0,11.56,0.0017,30.5765,0.6746,3548.0,1191.0,11.0,6.065,14.0,41,4739.0,Materials,37.28813559322034,42.3728813559322,56.779661016949156,38.13559322033898,69.49152542372882,97.45762711864407
99,AMBUJACEM,Dec 2020,12.67,20.0,13.65,0.0207,37.8143,0.6173,3515.0,1317.0,12.0,5.7322,151.0,471,4832.0,Materials,44.06779661016949,65.2542372881356,62.71186440677966,18.64406779661017,68.64406779661016,88.98305084745763
100,AMBUJACEM,Dec 2021,12.81,21.0,14.64,0.0188,44.2603,0.6407,3302.0,2007.0,14.0,6.3864,45.0,477,5309.0,Materials,45.76271186440678,66.10169491525424,70.33898305084746,26.27118644067797,66.94915254237289,89.83050847457628
101,AMBUJACEM,Mar 2024,14.29,19.0,11.43,0.0169,28.2645,0.5081,-3295.0,8941.0,16.0,9.4218,12.0,699,5646.0,Materials,35.59322033898305,77.96610169491525,55.932203389830505,8.47457627118644,7.627118644067797,90.67796610169492
102,APOLLOHOSP,Mar 2013,8.04,16.0,11.03,0.4416,6.2621,0.7829,-290.0,733.0,22.0,3.9243,25.0,1213,443.0,Healthcare,27.77777777777778,22.22222222222222,18.055555555555554,75.0,11.11111111111111,36.111111111111114
103,APOLLOHOSP,Mar 2014,7.23,16.0,10.58,0.4515,5.8319,0.8144,17.0,356.0,23.0,4.2529,25.0,1344,373.0,Healthcare,26.38888888888889,19.444444444444446,16.666666666666664,81.94444444444444,22.22222222222222,34.722222222222214
104,APOLLOHOSP,Mar 2015,6.529999999999999,14.0,10.56,0.628,6.6441,0.7941,-289.0,759.0,24.0,4.5314,24.0,1992,470.0,Healthcare,25.0,13.88888888888889,19.444444444444446,77.77777777777779,12.5,23.611111111111114
105,APOLLOHOSP,Mar 2016,3.82,11.0,7.049999999999999,0.8505,4.3111,0.8356,-291.0,888.0,17.0,4.76,35.0,2834,597.0,Healthcare,9.722222222222223,6.944444444444445,9.722222222222223,84.72222222222221,9.722222222222223,13.888888888888886
106,APOLLOHOSP,Mar 2017,1.81,10.0,3.95,0.943,3.0895,0.8955,-529.0,1152.0,16.0,4.7343,38.0,3125,623.0,Healthcare,4.166666666666666,4.166666666666666,4.166666666666666,90.27777777777779,8.333333333333332,9.722222222222214
107,APOLLOHOSP,Mar 2018,0.73,10.0,1.85,1.0538,2.7966,0.9589,132.0,405.0,8.0,4.6457,59.0,3427,537.0,Healthcare,1.3888888888888888,1.3888888888888888,2.7777777777777777,93.05555555555556,25.0,8.333333333333343
